FNFNUM,TAXON,TAXAUTHOR,GENUS,SPECIES,SUBSPECIES,VARIETY,FORMA,CULTIVAR,SPAUT,SPSAUT,SPVAUT,SPFAUT,CULTAUT,FAMILY,SPCMT,PLCO,TAXNO,VALIDTAXNO,GRINVERIFY,USEAGE,USERID,CREATED,MODIFIED
"1680","Vatica affinis","","Vatica","affinis","","","","","","","","","","Dipterocarpaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1820","Vauquelinia corymbosa","","Vauquelinia","corymbosa","","","","","","","","","","Rosaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1821","Vellozia declinans","","Vellozia","declinans","","","","","","","","","","Velloziaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1046","Veratrum album","L.","Veratrum","album","","","","","L.","","","","","Liliaceae","","","41134","41134","","M","DUKE","10-DEC-97","15-JUL-05"
"1047","Veratrum viride","AIT.","Veratrum","viride","","","","","AIT.","","","","","Liliaceae","","","41142","41142","","M","DUKE","10-DEC-97","15-JUL-05"
"1048","Verbascum thapsus","L.","Verbascum","thapsus","","","","","L.","","","","","Scrophulariaceae","","","41150","41150","","M","DUKE","10-DEC-97","15-JUL-05"
"2122","Verbena hastata","L.","Verbena","hastata","","","","","L.","","","","","Verbenaceae","","","41157","41157","","M","DUKE","10-DEC-97","15-JUL-05"
"1049","Verbena officinalis","L.","Verbena","officinalis","","","","","L.","","","","","Verbenaceae","","","41164","41164","","M","DUKE","10-DEC-97","15-JUL-05"
"1338","Vernonia cinerea","(L.) LESS.","Vernonia","cinerea","","","","","(L.) LESS.","","","","","Asteraceae","","","41205","41205","","","DUKE","10-DEC-97","15-JUL-05"
"1050","Veronica officinalis","L.","Veronica","officinalis","","","","","L.","","","","","Scrophulariaceae","","","80301","80301","","M","DUKE","10-DEC-97","15-JUL-05"
"1051","Vetiveria zizanioides","(L.) NASH","Vetiveria","zizanioides","","","","","(L.) NASH","","","","","Poaceae","","","","","","G","DUKE","10-DEC-97","15-JUL-05"
"1681","Viburnum cassinoides","","Viburnum","cassinoides","","","","","","","","","","Caprifoliaceae","","","41332","41332","","M","DUKE","10-DEC-97","15-JUL-05"
"1052","Viburnum opulus subsp. var. opulus","","Viburnum","opulus","var. opulus","","","","L.","","","","","Adoxaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1053","Viburnum prunifolium","L.","Viburnum","prunifolium","","","","","L.","","","","","Caprifoliaceae","","","41408","41408","","M","DUKE","10-DEC-97","15-JUL-05"
"1054","Vicia faba","L.","Vicia","faba","","","","","L.","","","","","Fabaceae","","283418004","300661","300661","","F","DUKE","10-DEC-97","15-JUL-05"
"1055","Vigna aconitifolia","(JACQ.) MARECHAL","Vigna","aconitifolia","","","","","(JACQ.) MARECHAL","","","","","Fabaceae","","283471001","41595","41595","","F","DUKE","10-DEC-97","15-JUL-05"
"1056","Vigna angularis","(WILLD.) OHWI & H. OHASHI","Vigna","angularis","","","","","(WILLD.) OHWI & H. OHASHI","","","","","Fabaceae","","283471002","41598","41598","","F","DUKE","10-DEC-97","15-JUL-05"
"1057","Vigna mungo","(L.) HEPPER","Vigna","mungo","","","","","(L.) HEPPER","","","","","Fabaceae","","283471003","444359","444359","","F","DUKE","10-DEC-97","15-JUL-05"
"1058","Vigna radiata","(L.) WILCZEK","Vigna","radiata","","","","","(L.) WILCZEK","","","","","Fabaceae","","283471004","41629","41629","","F","DUKE","10-DEC-97","15-JUL-05"
"1059","Vigna subterranea","(L.) VERDC.","Vigna","subterranea","","","","","(L.) VERDC.","","","","","Fabaceae","","","105107","105107","","F","DUKE","10-DEC-97","15-JUL-05"
"1966","Vigna umbellata","(THUNB.) OHWI & H. OHASHI.","Vigna","umbellata","","","","","(THUNB.) OHWI & H. OHASHI.","","","","","Fabaceae","","","41643","41643","","M","DUKE","10-DEC-97","15-JUL-05"
"1062","Vinca minor","L.","Vinca","minor","","","","","L.","","","","","Apocynaceae","","513050001","41680","41680","","M","DUKE","10-DEC-97","15-JUL-05"
"1063","Viola odorata","L.","Viola","odorata","","","","","L.","","","","","Violaceae","","","41733","41733","","M","DUKE","10-DEC-97","15-JUL-05"
"1064","Viola tricolor","L.","Viola","tricolor","","","","","L.","","","","","Violaceae","","414017003","41789","41789","","M","DUKE","10-DEC-97","15-JUL-05"
"1065","Virola calophylla","WARB.","Virola","calophylla","","","","","WARB.","","","","","Myristicaceae","","","400361","400361","","M","DUKE","10-DEC-97","15-JUL-05"
"1095","Virola surinamensis","WARB.","Virola","surinamensis","","","","","WARB.","","","","","Myristicaceae","","","41806","41806","","M","DUKE","10-DEC-97","15-JUL-05"
"1066","Viscum album","L.","Viscum","album","","","","","L.","","","","","Viscaceae","","","41807","41807","","","DUKE","10-DEC-97","15-JUL-05"
"1682","Viscum articulatum","","Viscum","articulatum","","","","","","","","","","Viscaceae","","","41808","41808","","M","DUKE","10-DEC-97","15-JUL-05"
"1822","Vismia cayennensis","","Vismia","cayennensis","","","","","","","","","","Clusiaceae","","","41809","41809","","M","DUKE","10-DEC-97","15-JUL-05"
"1823","Vismia micrantha","","Vismia","micrantha","","","","","","","","","","Clusiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1067","Vitex agnus-castus","L.","Vitex","agnus-castus","","","","","L.","","","","","Lamiaceae","","533054003","41813","41813","","M","DUKE","10-DEC-97","15-JUL-05"
"1068","Vitis vinifera","L.","Vitis","vinifera","","","","","L.","","","","","Vitaceae","","","41905","41905","","F","DUKE","10-DEC-97","15-JUL-05"
"1437","Waltheria americana","L.","Waltheria","americana","","","","","L.","","","","","Sterculiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1069","Warburgia ugandensis","SPRAGUE","Warburgia","ugandensis","","","","","SPRAGUE","","","","","Canellaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1070","Wedelia trilobata","HITCHC.","Wedelia","trilobata","","","","","HITCHC.","","","","","Asteraceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1683","Wisteria floribunda","","Wisteria","floribunda","","","","","","","","","","Fabaceae","","","42047","42047","","M","DUKE","10-DEC-97","15-JUL-05"
"1071","Withania somnifera","(L.) DUNAL","Withania","somnifera","","","","","(L.) DUNAL","","","","","Solanaceae","","","102407","102407","","M","DUKE","10-DEC-97","15-JUL-05"
"1684","Woodfordia floribunda","","Woodfordia","floribunda","","","","","","","","","","Lythraceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1158","Wormia burbidgei","","Wormia","burbidgei","","","","","","","","","","Dilleniaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1157","Wormia triquetra","ROTTB.","Wormia","triquetra","","","","","ROTTB.","","","","","Dilleniaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"2176","Xanthorhiza simplicissima","MARSHALL","Xanthorhiza","simplicissima","","","","","MARSHALL","","","","","Ranunculaceae","","","404013","404013","","M","DUKE","10-DEC-97","15-JUL-05"
"1072","Xanthosoma sagittifolium","(L.) SCHOTT","Xanthosoma","sagittifolium","","","","","(L.) SCHOTT","","","","","Araceae","","44075001","42090","42090","","F","DUKE","10-DEC-97","15-JUL-05"
"1073","Yucca baccata","TORR.","Yucca","baccata","","","","","TORR.","","","","","Agavaceae","","","42145","42145","","M","DUKE","10-DEC-97","15-JUL-05"
"1074","Yucca brevifolia","ENGELM.","Yucca","brevifolia","","","","","ENGELM.","","","","","Agavaceae","","","42147","42147","","M","DUKE","10-DEC-97","15-JUL-05"
"1075","Yucca schidigera","ROEZL EX ORTGIES","Yucca","schidigera","","","","","ROEZL EX ORTGIES","","","","","Agavaceae","","","405146","405146","","M","DUKE","10-DEC-97","15-JUL-05"
"1096","Zanthoxylum alatum","ROXB.","Zanthoxylum","alatum","","","","","ROXB.","","","","","Rutaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1076","Zanthoxylum americanum","MILL.","Zanthoxylum","americanum","","","","","MILL.","","","","","Rutaceae","","","42186","42186","","M","DUKE","10-DEC-97","15-JUL-05"
"2159","Zanthoxylum clava-herculis","L.","Zanthoxylum","clava-herculis","","","","","L.","","","","","Rutaceae","","","403183","403183","","M","DUKE","10-DEC-97","15-JUL-05"
"1685","Zataria multiflora","","Zataria","multiflora","","","","","","","","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1077","Zea mays","L.","Zea","mays","","","","","L.","","","","","Poaceae","","38002003","42207","42207","","F","DUKE","10-DEC-97","15-JUL-05"
"1078","Zingiber officinale","ROSCOE","Zingiber","officinale","","","","","ROSCOE","","","","","Zingiberaceae","Synonyms: Amomum zingiber L.","96001001","42254","42254","","G","DUKE","10-DEC-97","15-JUL-05"
"1824","Ziziphus joazeiro","","Ziziphus","joazeiro","","","","","","","","","","Rhamnaceae","","","42281","42281","","M","DUKE","10-DEC-97","15-JUL-05"
"1079","Zizyphus jujuba","MILL.","Zizyphus","jujuba","","","","","MILL.","","","","","","","","","","","F","DUKE","10-DEC-97","15-JUL-05"
"1686","Zizyphus mauritiana","","Zizyphus","mauritiana","","","","","","","","","","","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1687","Zizyphus nummularia","","Zizyphus","nummularia","","","","","","","","","","","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1688","Zizyphus oenoplia","","Zizyphus","oenoplia","","","","","","","","","","","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1689","Zizyphus rugosa","","Zizyphus","rugosa","","","","","","","","","","","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1080","Zizyphus spina-christi","(L.) WILLD.","Zizyphus","spina-christi","","","","","(L.) WILLD.","","","","","","","","","","","F","DUKE","10-DEC-97","15-JUL-05"
"1690","Zizyphus trinervia","","Zizyphus","trinervia","","","","","","","","","","","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1425","Zizyphus vulgaris var. spinosus","BUNGE.","Zizyphus","vulgaris","","spinosus","","","LAMARK.","","BUNGE.","","","","","","","","","F","DUKE","10-DEC-97","15-JUL-05"
"1691","Zizyphus xylopyra","","Zizyphus","xylopyra","","","","","","","","","","","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"2178","Plectranthus barbatus","ANDREWS","Plectranthus","barbatus","","","","","ANDREWS","","","","","Lamiaceae","Synonyms: Coleus barbatus and C. forskohlii","","28829","28829","","M","DUKE","05-AUG-98","15-JUL-05"
"2177","Commiphora wightii","(ARN.) BHANDARI","Commiphora","wightii","","","","","(ARN.) BHANDARI","","","","","Burseraceae","Synonyms: C. mukul, Balsamodendrum mukul, B. wightii","","406462","406462","","M","DUKE","08-JUL-98","15-JUL-05"
"2179","Tagetes filifolia","LAG.","Tagetes","filifolia","","","","","LAG.","","","","","Asteraceae","","","36198","36198","","M","DUKE","16-AUG-98","15-JUL-05"
"2180","Astrocaryum vulgare","C. MART.","Astrocaryum","vulgare","","","","","C. MART.","","","","","Arecaceae","","","5941","5941","","M","DUKE","16-AUG-98","15-JUL-05"
"2181","Vitellaria paradoxa","C. F. GAERTN.","Vitellaria","paradoxa","","","","","C. F. GAERTN.","","","","","Sapotaceae","Butyrospermum paradoxum and B. parkii are synonyms","","102598","102598","","M","DUKE","29-AUG-98","15-JUL-05"
"2187","Aloe spp.","","Aloe","spp.","","","","","","","","","","Aloeaceae","","","","","","M","DUKE","23-SEP-98","15-JUL-05"
"2182","Mentha japonica","(MIQ.) MAKINO","Mentha","japonica","","","","","(MIQ.) MAKINO","","","","","Lamiaceae","","","24075","24075","","M","DUKE","03-OCT-98","15-JUL-05"
"2183","Mentha requienii","BENTH.","Mentha","requienii","","","","","BENTH.","","","","","Lamiaceae","","","313206","313206","","M","DUKE","03-OCT-98","15-JUL-05"
"2184","Ambrosia acanthicarpa","HOOK.","Ambrosia","acanthicarpa","","","","","HOOK.","","","","","Asteraceae","","","316547","316547","","M","DUKE","04-OCT-98","15-JUL-05"
"2185","Ambrosia hispida","PURSH","Ambrosia","hispida","","","","","PURSH","","","","","Asteraceae","","","","","","M","DUKE","04-OCT-98","15-JUL-05"
"2186","Ambrosia magdalenae","BRANDGE","Ambrosia","magdalenae","","","","","BRANDGE","","","","","Asteraceae","","","","","","M","DUKE","04-OCT-98","15-JUL-05"
"2188","Hyptis capitata","JACQ.","Hyptis","capitata","","","","","JACQ.","","","","","Lamiaceae","","","401708","401708","","M","DUKE","07-OCT-98","15-JUL-05"
"2189","Phoradendron juniperinum","ENGL.","Phoradendron","juniperinum","","","","","ENGL.","","","","","Viscaceae","","","417542","417542","","M","DUKE","07-OCT-98","15-JUL-05"
"2190","Prosopis glandulosa","TORR.","Prosopis","glandulosa","","","","","TORR.","","","","","Fabaceae","","","310684","310684","","M","DUKE","07-OCT-98","15-JUL-05"
"2191","Rosa woodsii","LINDL.","Rosa","woodsii","","","","","LINDL.","","","","","Rosaceae","","","32199","32199","","M","DUKE","07-OCT-98","15-JUL-05"
"2192","Syzygium claviflorum","WALL EX A. & J. COWAN","Syzygium","claviflorum","","","","","WALL EX A. & J. COWAN","","","","","Myrtaceae","","","","","","M","DUKE","07-OCT-98","15-JUL-05"
"2193","Ternstroemia gymnanthera","(WIGHT & ARN.) SPRAGUE","Ternstroemia","gymnanthera","","","","","(WIGHT & ARN.) SPRAGUE","","","","","Theaceae","","","36364","36364","","M","DUKE","07-OCT-98","15-JUL-05"
"2194","Terminalia arjuna","(ROXB. EX DC.) WIGHT & ARN.","Terminalia","arjuna","","","","","(ROXB. EX DC.) WIGHT & ARN.","","","","","Combretaceae","","","80199","80199","","M","DUKE","07-OCT-98","15-JUL-05"
"2195","Terminalia ivorensis","A. CHEV.","Terminalia","ivorensis","","","","","A. CHEV.","","","","","Combretaceae","","","401454","401454","","M","DUKE","07-OCT-98","15-JUL-05"
"2196","Terminalia pallida","BRAND.","Terminalia","pallida","","","","","BRAND.","","","","","Combretaceae","","","","","","M","DUKE","07-OCT-98","15-JUL-05"
"2197","Artemisia indica","WILLD.","Artemisia","indica","","","","","WILLD.","","","","","Asteraceae","","","","","","M","DUKE","09-OCT-98","15-JUL-05"
"2198","Uvaria sp.","","Uvaria","sp.","","","","","","","","","","Annonaceae","","","318076","318076","","M","DUKE","09-OCT-98","15-JUL-05"
"2199","Vancouveria hexandra","(HOOK.) C. MORREN & DECNE.","Vancouveria","hexandra","","","","","(HOOK.) C. MORREN & DECNE.","","","","","Berberidaceae","Epimedium hexandra is a synonym","","41104","41104","","M","DUKE","16-OCT-98","15-JUL-05"
"2200","Parthenium integrifolium","L.","Parthenium","integrifolium","","","","","L.","","","","","Asteraceae","","","402660","402660","","M","DUKE","04-NOV-98","15-JUL-05"
"2201","Smilax officinalis","KUNTH","Smilax","officinalis","","","","","KUNTH","","","","","Smilacaceae","","","34527","34527","","M","DUKE","10-NOV-98","15-JUL-05"
"2202","Spirulina spp.","","Spirulina","spp.","","","","","","","","","","Oscillatoriaceae","","","","","","M","DUKE","10-NOV-98","15-JUL-05"
"2203","Petasites hybridus","(L.) P. GAERTN.","Petasites","hybridus","","","","","(L.) P. GAERTN.","","","","","Asteraceae","","","413414","413414","","M","DUKE","22-NOV-98","15-JUL-05"
"2204","Fragaria vesca","L.","Fragaria","vesca","","","","","L.","","","","","Rosaceae","","","264","264","","M","DUKE","30-NOV-98","15-JUL-05"
"2205","Abutilon theophrasti","MEDIK.","Abutilon","theophrasti","","","","","MEDIK.","","","","","Malvaceae","","","757","757","","M","DUKE","03-DEC-98","15-JUL-05"
"2206","Hierochloe odorata","(L.) P. BEAUV.","Hierochloe","odorata","","","","","(L.) P. BEAUV.","","","","","Poaceae","Synonyms: H. borealis, Holcus odoratus, Torresia odorata","","19124","19124","","M","DUKE","08-DEC-98","15-JUL-05"
"2207","Andropogon virginicus","L.","Andropogon","virginicus","","","","","L.","","","","","Poaceae","","","3355","3355","","M","DUKE","10-DEC-98","15-JUL-05"
"2208","Lactuca sativa subsp. var. capitata","L.","Lactuca","sativa","var. capitata","","","","L.","L.","","","","Asteraceae","","","","","","F","DUKE","12-DEC-98","15-JUL-05"
"2209","Brassica napus var. napus","L.","Brassica","napus var. napus","","","","","L.","","","","","Brassicaceae","","","311781","311781","","F","DUKE","12-DEC-98","15-JUL-05"
"2210","Crataegus monogyna","JACQ.","Crataegus","monogyna","","","","","JACQ.","","","","","Rosaceae","Synonyms: Crataegus oxyacantha var. praecox hort. ex Loudon","","12122","12122","","M","DUKE","11-JAN-99","15-JUL-05"
"2211","Crataegus rhipidophylla","GAND.","Crataegus","rhipidophylla","","","","","GAND.","","","","","Rosaceae","Crataegus oxycantha L. is a synonym","","401067","401067","","M","DUKE","11-JAN-99","15-JUL-05"
"2212","Crataegus pentagyna","WALDST. & KIT. EX WILLD.","Crataegus","pentagyna","","","","","WALDST. & KIT. EX WILLD.","","","","","Rosaceae","","","12132","12132","","M","DUKE","12-JAN-99","15-JUL-05"
"2213","Galanthus nivalis","L.","Galanthus","nivalis","","","","","L.","","","","","Liliaceae","","","70959","70959","","M","DUKE","26-JAN-99","15-JUL-05"
"2214","Cyamopsis tetragonoloba","(L.) TAUB.","Cyamopsis","tetragonoloba","","","","","(L.) TAUB.","","","","","Fabaceae","","","12701","12701","","F","DUKE","30-JAN-99","15-JUL-05"
"2215","Cinnamomum zeylanicum","BLUME","Cinnamomum","zeylanicum","","","","","BLUME","","","","","Lauraceae","Synonym of Cinnamomum verum J. Presl","","","","","","DUKE","09-FEB-99","15-JUL-05"
"2216","Rhamnus cathartica","L.","Rhamnus","cathartica","","","","","L.","","","","","Rhamnaceae","","","31018","31018","","M","DUKE","27-MAR-99","15-JUL-05"
"2217","Rhamnus purshiana","DC.","Rhamnus","purshiana","","","","","DC.","","","","","Rhamnaceae","Synonym for Frangula purshiana (DC.) J. G. Cooper","","","","","M","DUKE","27-MAR-99","15-JUL-05"
"2218","Tabebuia avellanedae","LORENTZ EX GRISEB.","Tabebuia","avellanedae","","","","","LORENTZ EX GRISEB.","","","","","Bignoniaceae","Synonym for Tabebuia impetiginosa (Mart. ex DC.) Standl.","","","","","M","DUKE","02-APR-99","15-JUL-05"
"2219","Tabebuia palmeri","ROSE","Tabebuia","palmeri","","","","","ROSE","","","","","Bignoniaceae","Synonym for Tabebuia impetiginosa (Mart. ex DC.) Standl.","","","","","M","DUKE","02-APR-99","15-JUL-05"
"2220","Tanacetum parthenium","(L.) SCH. BIP.","Tanacetum","parthenium","","","","","(L.) SCH. BIP.","","","","","Asteraceae","Chrysanthemum parthenium is a synonym","","104584","104584","","M","DUKE","02-APR-99","15-JUL-05"
"2221","Helianthemum glomeratum","","Helianthemum","glomeratum","","","","","","","","","","Cistaceae","","","","","","","DUKE","06-APR-99","15-JUL-05"
"2222","Ulmus fulva","MICHX.","Ulmus","fulva","","","","","MICHX.","","","","","Ulmaceae","Synonym for Ulmus rubra Muhl.","","","","","M","DUKE","07-APR-99","15-JUL-05"
"2223","Helictores isora","L.","Helictores","isora","","","","","L.","","","","","Sterculiaceae","","","","","","M","DUKE","14-APR-99","15-JUL-05"
"2224","Cynara scolymus","L.","Cynara","scolymus","","","","","L.","","","","","Asteraceae","Synonym for Cynara cardunculus L. subsp. cardunculus","","","","","F","DUKE","08-MAY-99","15-JUL-05"
"2225","Maclura pomifera","(RAF.) C. K. SCHNEID.","Maclura","pomifera","","","","","(RAF.) C. K. SCHNEID.","","","","","Moraceae","","","23061","23061","","M","DUKE","11-MAY-99","15-JUL-05"
"2226","Rubus sp.","","Rubus","sp.","","","","","","","","","","Rosaceae","","","300518","300518","","F","DUKE","16-MAY-99","15-JUL-05"
"2227","Polygonatum multiflorum","(L.) ALL.","Polygonatum","multiflorum","","","","","(L.) ALL.","","","","","Liliaceae","","","410573","410573","","M","DUKE","02-JUN-99","15-JUL-05"
"2228","Gynostemma pentaphyllum","(THUNB.) MAKINO","Gynostemma","pentaphyllum","","","","","(THUNB.) MAKINO","","","","","Cucurbitaceae","Synonym: Gynostemma pedatum Blume","","409268","409268","","M","DUKE","06-JUL-99","15-JUL-05"
"2229","Bacopa monnieri","(L.) PENNELL","Bacopa","monnieri","","","","","(L.) PENNELL","","","","","Scrophulariaceae","","","102292","102292","","M","DUKE","07-JUL-99","15-JUL-05"
"2230","Hedychium flavum","ROXB.","Hedychium","flavum","","","","","ROXB.","","","","","Zingiberaceae","","","18581","18581","","M","DUKE","16-JUL-99","15-JUL-05"
"2231","Pelargonium roseum","WILLD.","Pelargonium","roseum","","","","","WILLD.","","","","","Geraniaceae","","","","","","M","DUKE","16-JUL-99","15-JUL-05"
"2232","Ravensara aromatica","SONN.","Ravensara","aromatica","","","","","SONN.","","","","","Lauraceae","","","30901","30901","","M","DUKE","16-JUL-99","15-JUL-05"
"2233","Nepeta cilicia","BOISS.","Nepeta","cilicia","","","","","BOISS.","","","","","Lamiaceae","","","","","","M","DUKE","16-JUL-99","15-JUL-05"
"2234","Duchesnea indica","(ANDREWS) FOCKE","Duchesnea","indica","","","","","(ANDREWS) FOCKE","","","","","Rosaceae","Fragaria indica is a synonym","","14736","14736","","M","DUKE","06-SEP-99","15-JUL-05"
"2235","Lycopodium annotinum","L.","Lycopodium","annotinum","","","","","L.","","","","","Lycopodiaceae","","","22968","22968","","M","DUKE","25-SEP-99","15-JUL-05"
