FNFNUM,TAXON,TAXAUTHOR,GENUS,SPECIES,SUBSPECIES,VARIETY,FORMA,CULTIVAR,SPAUT,SPSAUT,SPVAUT,SPFAUT,CULTAUT,FAMILY,SPCMT,PLCO,TAXNO,VALIDTAXNO,GRINVERIFY,USEAGE,USERID,CREATED,MODIFIED
"1831","Apios americana","MEDIK.","Apios","americana","","","","","MEDIK.","","","","","Fabaceae","","","310730","310730","","M","DUKE","10-DEC-97","15-JUL-05"
"96","Apium graveolens","L.","Apium","graveolens","","","","","L.","","","","","Apiaceae","In GRIN as Apium graveolens L. var. dulce (Mill.) Pers.","464112004","300034","300034","","F","DUKE","10-DEC-97","15-JUL-05"
"97","Apocynum androsaemifolium","L.","Apocynum","androsaemifolium","","","","","L.","","","","","Apocynaceae","","","102186","102186","","M","DUKE","10-DEC-97","15-JUL-05"
"98","Apocynum cannabinum","L.","Apocynum","cannabinum","","","","","L.","","","","","Apocynaceae","","","3718","3718","","M","DUKE","10-DEC-97","15-JUL-05"
"99","Aquilaria agallocha","(LOUR.) ROXB.","Aquilaria","agallocha","","","","","(LOUR.) ROXB.","","","","","Thymelaeaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"100","Aquilegia vulgaris","L.","Aquilegia","vulgaris","","","","","L.","","","","","Ranunculaceae","","189018001","3767","3767","","M","DUKE","10-DEC-97","15-JUL-05"
"101","Arachis hypogaea","L.","Arachis","hypogaea","","","","","L.","","","","","Fabaceae","","","3785","3785","","F","DUKE","10-DEC-97","15-JUL-05"
"102","Aralia cordata","L.","Aralia","cordata","","","","","L.","","","","","Araliaceae","","462043001","3812","3812","","F","DUKE","10-DEC-97","15-JUL-05"
"1296","Araucaria bidwillii","HOOK.","Araucaria","bidwillii","","","","","HOOK.","","","","","Araucariaceae","","","3835","3835","","","DUKE","10-DEC-97","15-JUL-05"
"1183","Arbutus menziesii","PURSH.","Arbutus","menziesii","","","","","PURSH.","","","","","Ericaceae","","","316002","316002","","","DUKE","10-DEC-97","15-JUL-05"
"103","Arbutus unedo","L.","Arbutus","unedo","","","","","L.","","","","","Ericaceae","","482033001","3849","3849","","M","DUKE","10-DEC-97","15-JUL-05"
"104","Arctium lappa","L.","Arctium","lappa","","","","","L.","","","","","Asteraceae","","580723001","3857","3857","","G","DUKE","10-DEC-97","15-JUL-05"
"105","Arctostaphylos uva-ursi","(L.) SPRENGEL","Arctostaphylos","uva-ursi","","","","","(L.) SPRENGEL","","","","","Ericaceae","","","3866","3866","","M","DUKE","10-DEC-97","15-JUL-05"
"106","Ardisia japonica","L.","Ardisia","japonica","","","","","L.","","","","","Myrsinaceae","","","3886","3886","","M","DUKE","10-DEC-97","15-JUL-05"
"107","Areca catechu","L.","Areca","catechu","","","","","L.","","","","","Arecaceae","","41127001","3903","3903","","M","DUKE","10-DEC-97","15-JUL-05"
"1295","Arecastrum romanzoffianum","(CHAM.) BECC.","Arecastrum","romanzoffianum","","","","","(CHAM.) BECC.","","","","","Arecaceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"108","Argemone mexicana","L.","Argemone","mexicana","","","","","L.","","","","","Papaveraceae","","","3959","3959","","M","DUKE","10-DEC-97","15-JUL-05"
"109","Argyreia nervosa","(BURM.) BOJER","Argyreia","nervosa","","","","","(BURM.) BOJER","","","","","Convolvulaceae","","520042001","3968","3968","","M","DUKE","10-DEC-97","15-JUL-05"
"110","Argyreia speciosa","SWEET.","Argyreia","speciosa","","","","","SWEET.","","","","","Convolvulaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1832","Argyrocytisus battandieri","","Argyrocytisus","battandieri","","","","","","","","","","Fabaceae","","","311126","311126","","M","DUKE","10-DEC-97","15-JUL-05"
"111","Arisaema consanguineum","SCHOTT","Arisaema","consanguineum","","","","","SCHOTT","","","","","Araceae","","","3996","3996","","M","DUKE","10-DEC-97","15-JUL-05"
"112","Arisaema triphyllum","(L.) SCHOTT.","Arisaema","triphyllum","","","","","(L.) SCHOTT.","","","","","Araceae","","","4018","4018","","M","DUKE","10-DEC-97","15-JUL-05"
"113","Aristolochia debilis","SIEB. & ZUCC.","Aristolochia","debilis","","","","","SIEB. & ZUCC.","","","","","Aristolochiaceae","","","4089","4089","","M","DUKE","10-DEC-97","15-JUL-05"
"114","Aristolochia serpentaria","L.","Aristolochia","serpentaria","","","","","L.","","","","","Aristolochiaceae","","","4109","4109","","M","DUKE","10-DEC-97","15-JUL-05"
"115","Armoracia rusticana","GAERTN. ET AL.","Armoracia","rusticana","","","","","GAERTN. ET AL.","","","","","Brassicaceae","Syns:A.lapathifolia,Cochlearia armoracia,Nasturtium a., etc.","226219001","4234","4234","","F","DUKE","10-DEC-97","15-JUL-05"
"116","Arnica montana","L.","Arnica","montana","","","","","L.","","","","","Asteraceae","","580667001","4242","4242","","M","DUKE","10-DEC-97","15-JUL-05"
"117","Arracacia xanthorrhiza","BANCR.","Arracacia","xanthorrhiza","","","","","BANCR.","","","","","Apiaceae","","","4256","4256","","M","DUKE","10-DEC-97","15-JUL-05"
"118","Artemisia abrotanum","L.","Artemisia","abrotanum","","","","","L.","","","","","Asteraceae","","580629001","4273","4273","","M","DUKE","10-DEC-97","15-JUL-05"
"119","Artemisia absinthium","L.","Artemisia","absinthium","","","","","L.","","","","","Asteraceae","","580629002","4274","4274","","M","DUKE","10-DEC-97","15-JUL-05"
"120","Artemisia annua","L.","Artemisia","annua","","","","","L.","","","","","Asteraceae","","","4275","4275","","M","DUKE","10-DEC-97","15-JUL-05"
"121","Artemisia capillaris","THUNB.","Artemisia","capillaris","","","","","THUNB.","","","","","Asteraceae","","","402525","402525","","M","DUKE","10-DEC-97","15-JUL-05"
"122","Artemisia cina","BERG.","Artemisia","cina","","","","","BERG.","","","","","Asteraceae","","580629003","4281","4281","","M","DUKE","10-DEC-97","15-JUL-05"
"123","Artemisia dracunculus","L.","Artemisia","dracunculus","","","","","L.","","","","","Asteraceae","Synonyms: Artemisia glauca Pall. ex Willd.","580629004","4282","4282","","G","DUKE","10-DEC-97","15-JUL-05"
"124","Artemisia herba-alba","ASSO.","Artemisia","herba-alba","","","","","ASSO.","","","","","Asteraceae","","580629011","4285","4285","","M","DUKE","10-DEC-97","15-JUL-05"
"125","Artemisia maritima","L.","Artemisia","maritima","","","","","L.","","","","","Asteraceae","","580629005","4291","4291","","M","DUKE","10-DEC-97","15-JUL-05"
"126","Artemisia pallens","WALL.","Artemisia","pallens","","","","","WALL.","","","","","Asteraceae","","","409554","409554","","M","DUKE","10-DEC-97","15-JUL-05"
"5001","Artemisia salsoloides","WILLD.","Artemisia","salsoloides","","","","","WILLD.","","","","","Asteraceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"127","Artemisia vulgaris","L.","Artemisia","vulgaris","","","","","L.","","","","","Asteraceae","","580629006","4190","4190","","M","DUKE","10-DEC-97","15-JUL-05"
"128","Artocarpus altilis","(PARKINS.) FOSBERG","Artocarpus","altilis","","","","","(PARKINS.) FOSBERG","","","","","Moraceae","","","4319","4319","","F","DUKE","10-DEC-97","15-JUL-05"
"129","Artocarpus heterophyllus","LAM.","Artocarpus","heterophyllus","","","","","LAM.","","","","","Moraceae","","126039002","70095","70095","","F","DUKE","10-DEC-97","15-JUL-05"
"1459","Artocarpus integrifolia","","Artocarpus","integrifolia","","","","","","","","","","Moraceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"130","Arundo donax","L.","Arundo","donax","","","","","L.","","","","","Poaceae","","38231001","4439","4439","","G","DUKE","10-DEC-97","15-JUL-05"
"131","Asarum canadense","L.","Asarum","canadense","","","","","L.","","","","","Aristolochiaceae","","","402526","402526","","M","DUKE","10-DEC-97","15-JUL-05"
"132","Asclepias syriaca","L.","Asclepias","syriaca","","","","","L.","","","","","Asclepiadaceae","","515081001","4478","4478","","M","DUKE","10-DEC-97","15-JUL-05"
"134","Asiasarum sieboldii","(MIQ.) MAEK.","Asiasarum","sieboldii","","","","","(MIQ.) MAEK.","","","","","Aristolochiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"135","Asimina triloba","(L.) DUNAL","Asimina","triloba","","","","","(L.) DUNAL","","","","","Annonaceae","","206073001","4485","4485","","F","DUKE","10-DEC-97","15-JUL-05"
"136","Asparagus lucidus","LINDL.","Asparagus","lucidus","","","","","LINDL.","","","","","Liliaceae","","73172005","","","","M","DUKE","10-DEC-97","15-JUL-05"
"137","Asparagus officinalis","L.","Asparagus","officinalis","","","","","L.","","","","","Liliaceae","","73172002","300050","300050","","F","DUKE","10-DEC-97","15-JUL-05"
"1699","Aspidixia angulata","","Aspidixia","angulata","","","","","","","","","","","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"138","Aspidosperma quebracho-blanco","SCHLECHT.","Aspidosperma","quebracho-blanco","","","","","SCHLECHT.","","","","","Apocynaceae","","","5585","5585","","M","DUKE","10-DEC-97","15-JUL-05"
"139","Astragalus gummifer","LABILL.","Astragalus","gummifer","","","","","LABILL.","","","","","Fabaceae","","283332001","5794","5794","","M","DUKE","10-DEC-97","15-JUL-05"
"140","Astragalus membranaceus","(FISCH. EX LINK) BUNGE","Astragalus","membranaceus","","","","","(FISCH. EX LINK) BUNGE","","","","","Fabaceae","","","5824","5824","","M","DUKE","10-DEC-97","15-JUL-05"
"1460","Atractylis carduus","","Atractylis","carduus","","","","","","","","","","Asteraceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"141","Atractylodes lancea","DC.","Atractylodes","lancea","","","","","DC.","","","","","Asteraceae","","","316333","316333","","M","DUKE","10-DEC-97","15-JUL-05"
"142","Atractylodes ovata","DC.","Atractylodes","ovata","","","","","DC.","","","","","Asteraceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"143","Atropa bella-donna","L.","Atropa","bella-donna","","","","","L.","","","","","Solanaceae","","540014001","","","","M","DUKE","10-DEC-97","15-JUL-05"
"144","Avena sativa","L.","Avena","sativa","","","","","L.","","","","","Poaceae","","38173004","6123","6123","","F","DUKE","10-DEC-97","15-JUL-05"
"1214","Averrhoa bilimbi","L.","Averrhoa","bilimbi","","","","","L.","","","","","Oxalidaceae","","","6157","6157","","F","DUKE","10-DEC-97","15-JUL-05"
"1207","Averrhoa carambola","L.","Averrhoa","carambola","","","","","L.","","","","","Oxalidaceae","","289005002","6158","6158","","F","DUKE","10-DEC-97","15-JUL-05"
"1461","Avicennia alba","","Avicennia","alba","","","","","","","","","","Verbenaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1163","Avicennia marina","L.","Avicennia","marina","","","","","L.","","","","","Verbenaceae","","","417483","417483","","M","DUKE","10-DEC-97","15-JUL-05"
"1462","Avicennia officinalis","","Avicennia","officinalis","","","","","","","","","","Verbenaceae","","","6160","6160","","M","DUKE","10-DEC-97","15-JUL-05"
"1463","Avicennia tomentosa","","Avicennia","tomentosa","","","","","","","","","","Verbenaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"146","Azadirachta indica","A. JUSS.","Azadirachta","indica","","","","","A. JUSS.","","","","","Meliaceae","","312022001","6161","6161","","M","DUKE","10-DEC-97","15-JUL-05"
"1215","Bactris gasipaes","HBK.","Bactris","gasipaes","","","","","HBK.","","","","","Arecaceae","","","418541","418541","","","DUKE","10-DEC-97","15-JUL-05"
"147","Balanites aegyptiacus","(L.) DELILE","Balanites","aegyptiacus","","","","","(L.) DELILE","","","","","Balanitaceae","Synonym: Ximenia aegyptiaca L.","299023001","6322","6322","","M","DUKE","10-DEC-97","15-JUL-05"
"1164","Balanops australiana","F. MUELL.","Balanops","australiana","","","","","F. MUELL.","","","","","Balanopaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"148","Ballota nigra","L.","Ballota","nigra","","","","","L.","","","","","Lamiaceae","","","104824","104824","","M","DUKE","10-DEC-97","15-JUL-05"
"149","Banisteriopsis caapi","(SPRUCE EX GRISEB.) C. V. MORTON","Banisteriopsis","caapi","","","","","(SPRUCE EX GRISEB.) C. V. MORTON","","","","","Malpighiaceae","Syns:B.inebrians,B.quitensis,Banisteria q.,Banisteria caapi","","400033","400033","","M","DUKE","10-DEC-97","15-JUL-05"
"1833","Baptisia hirsuta","","Baptisia","hirsuta","","","","","","","","","","Fabaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1834","Baptisia sp","","Baptisia","sp","","","","","","","","","","Fabaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1835","Baptisia sphaerocarpa","","Baptisia","sphaerocarpa","","","","","","","","","","Fabaceae","","","410291","410291","","M","DUKE","10-DEC-97","15-JUL-05"
"150","Baptisia tinctoria","R. BR.","Baptisia","tinctoria","","","","","R. BR.","","","","","Fabaceae","","","6490","6490","","M","DUKE","10-DEC-97","15-JUL-05"
"151","Barosma betulina","(P. J. BERGIUS) BARTL. & H. L. WENDL.","Barosma","betulina","","","","","(P. J. BERGIUS) BARTL. & H. L. WENDL.","","","","","Rutaceae","Synonym of Agathosma betulina","","","","","G","DUKE","10-DEC-97","15-JUL-05"
"152","Basella alba","L.","Basella","alba","","","","","L.","","","","","Basellaceae","","169001001","6531","6531","","F","DUKE","10-DEC-97","15-JUL-05"
"1700","Bauhinia vahlii","","Bauhinia","vahlii","","","","","","","","","","Fabaceae","","","6601","6601","","M","DUKE","10-DEC-97","15-JUL-05"
"153","Belamcanda chinensis","(L.) DC.","Belamcanda","chinensis","","","","","(L.) DC.","","","","","Iridaceae","Syns: B.  punctata, Gemmingia chinensis, Ixia chinensis","91027002","6714","6714","","M","DUKE","10-DEC-97","15-JUL-05"
"154","Benincasa hispida","(THUNB.) COGN.","Benincasa","hispida","","","","","(THUNB.) COGN.","","","","","Cucurbitaceae","","571054001","6746","6746","","F","DUKE","10-DEC-97","15-JUL-05"
"155","Berberis vulgaris","L.","Berberis","vulgaris","","","","","L.","","","","","Berberidaceae","","","6992","6992","","M","DUKE","10-DEC-97","15-JUL-05"
"156","Bertholletia excelsa","BONPL.","Bertholletia","excelsa","","","","","BONPL.","","","","","Lecythidaceae","","","7022","7022","","F","DUKE","10-DEC-97","15-JUL-05"
"157","Beta vulgaris subsp. subsp. vulgaris","","Beta","vulgaris","subsp. vulgaris","","","","L.","","","","","Chenopodiaceae","","","","","","F","DUKE","10-DEC-97","15-JUL-05"
"1464","Betula alba","","Betula","alba","","","","","","","","","","Betulaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1465","Betula alleghaniensis","","Betula","alleghaniensis","","","","","","","","","","Betulaceae","","","7068","7068","","M","DUKE","10-DEC-97","15-JUL-05"
"1466","Betula caerulea","","Betula","caerulea","","","","","","","","","","Betulaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1746","Betula caerulea-grandis","","Betula","caerulea-grandis","","","","","","","","","","Betulaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1467","Betula cordifolia","","Betula","cordifolia","","","","","","","","","","Betulaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1468","Betula dahurica","","Betula","dahurica","","","","","","","","","","Betulaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1469","Betula ermanii","","Betula","ermanii","","","","","","","","","","Betulaceae","","","7080","7080","","M","DUKE","10-DEC-97","15-JUL-05"
"158","Betula lenta","L.","Betula","lenta","","","","","L.","","","","","Betulaceae","","122005003","7107","7107","","M","DUKE","10-DEC-97","15-JUL-05"
"1470","Betula maximowicziana","","Betula","maximowicziana","","","","","","","","","","Betulaceae","","","7114","7114","","M","DUKE","10-DEC-97","15-JUL-05"
"1471","Betula papyrifera","","Betula","papyrifera","","","","","","","","","","Betulaceae","","","7122","7122","","M","DUKE","10-DEC-97","15-JUL-05"
"1165","Betula pendula","ROTH.","Betula","pendula","","","","","ROTH.","","","","","Betulaceae","","","7127","7127","","M","DUKE","10-DEC-97","15-JUL-05"
"1472","Betula platyphylla","","Betula","platyphylla","","","","","","","","","","Betulaceae","","","7130","7130","","M","DUKE","10-DEC-97","15-JUL-05"
"1473","Betula populifolia","","Betula","populifolia","","","","","","","","","","Betulaceae","","","7134","7134","","M","DUKE","10-DEC-97","15-JUL-05"
"1474","Betula sp.","","Betula","sp.","","","","","","","","","","Betulaceae","","","310082","310082","","M","DUKE","10-DEC-97","15-JUL-05"
"1475","Betula utilis","","Betula","utilis","","","","","","","","","","Betulaceae","","","7157","7157","","M","DUKE","10-DEC-97","15-JUL-05"
"2130","Bidens pilosa","","Bidens","pilosa","","","","","","","","","","Asteraceae","","","7169","7169","","M","DUKE","10-DEC-97","15-JUL-05"
"1186","Bischofia javanica","BLUME.","Bischofia","javanica","","","","","BLUME.","","","","","Euphorbiaceae","","","7243","7243","","","DUKE","10-DEC-97","15-JUL-05"
"159","Bixa orellana","L.","Bixa","orellana","","","","","L.","","","","","Bixaceae","","","7249","7249","","G","DUKE","10-DEC-97","15-JUL-05"
"160","Blechnum orientale","L.","Blechnum","orientale","","","","","L.","","","","","Blechnaceae","","","403464","403464","","M","DUKE","10-DEC-97","15-JUL-05"
"161","Bletilla striata","(THUNB.) REICHB. f.","Bletilla","striata","","","","","(THUNB.) REICHB. f.","","","","","Orchidaceae","","","7270","7270","","M","DUKE","10-DEC-97","15-JUL-05"
"162","Blighia sapida","KOENIG","Blighia","sapida","","","","","KOENIG","","","","","Sapindaceae","","","7271","7271","","M","DUKE","10-DEC-97","15-JUL-05"
"163","Bocconia arborea","L.","Bocconia","arborea","","","","","L.","","","","","Papaveraceae","","","431285","431285","","M","DUKE","10-DEC-97","15-JUL-05"
"164","Bocconia frutescens","L.","Bocconia","frutescens","","","","","L.","","","","","Papaveraceae","","224015001","7282","7282","","M","DUKE","10-DEC-97","15-JUL-05"
"1701","Boehmeria excelsa","","Boehmeria","excelsa","","","","","","","","","","Urticaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"165","Boehmeria nivea","(L.) GAUDICH.","Boehmeria","nivea","","","","","(L.) GAUDICH.","","","","","Urticaceae","","128017001","7290","7290","","M","DUKE","10-DEC-97","15-JUL-05"
"1702","Bonnetia dinizii","","Bonnetia","dinizii","","","","","","","","","","Bonnetiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"166","Borago officinalis","L.","Borago","officinalis","","","","","L.","","","","","Boraginaceae","","530054001","7422","7422","","G","DUKE","10-DEC-97","15-JUL-05"
"167","Boronia megastigma","NEES ex BARTL.","Boronia","megastigma","","","","","NEES ex BARTL.","","","","","Rutaceae","","","7438","7438","","G","DUKE","10-DEC-97","15-JUL-05"
"168","Boswellia sacra","FLUECK","Boswellia","sacra","","","","","FLUECK","","","","","Burseraceae","Synonym: Boswellia carteri Birdw.","309014001","310550","310550","","G","DUKE","10-DEC-97","15-JUL-05"
