PLNA,PLCO,AUTHOR,VALID,PLCOS
"PASPALUM PLICATULUM","038061018","MICHX.","N","38061018"
"PASPALUM ARUNDINACEUM","038061019","POIR","N","38061019"
"PASPALUM LAXUM","038061020","LAM.","N","38061020"
"PASPALUM LINDENIANUM","038061021","A. RICH.","N","38061021"
"PASPALUM BREVE","038061022","CHASE","N","38061022"
"PASPALUM DEBILE","038061023","","N","38061023"
"PASPALUM PILOSUM","038061024","LAM.","Y","38061024"
"PASPALUM MILLEGRANA","038061025","SCHRAD.","Y","38061025"
"PASPALUM SECANS","038061026","H. & C.","Y","38061026"
"PASPALUM CAESPITOSUM","038061027","FLUEGGE","Y","38061027"
"PASPALUM BLODGETTII","038061028","CHAPM.","Y","38061028"
"PASPALUM PASPALODES","038061029","(MICHX.) SCRIBN.","Y","38061029"
"PASPALUM PROPINQUUM","038061030","NASH","Y","38061030"
"PASPALUM MARITIMUM","038061031","TRIN.","Y","38061031"
"PASPALUM UNDULATUM","038061032","POIR.","","38061032"
"PASPALUM MAXIMUM","038061033","JACQ.","L","38061033"
"PASPALUM FLUITANS","038061034","","P","38061034"
"PASPALUM MICROSTACHYUM","038061035","","P","38061035"
"PASPALUM ORBICULATUM","038061036","","P","38061036"
"PASPALUM PLENUM","038061037","","P","38061037"
"PASPALUM RACEMOSUM","038061038","","P","38061038"
"PASPALUM CILIATIFOLIUM","038061039","","P","38061039"
"PASPALUM CONVEXUM","038061040","","P","38061040"
"PASPALUM LANGEI","038061041","","P","38061041"
"PASPALUM MULTICAULE","038061042","","P","38061042"
"PASPALUM ATER","038061043","","H","38061043"
"PASPALUM MINUS","038061044","FOURN.","H","38061044"
"PASPALUM DECUMBENS","038061045","SWARTZ","H","38061045"
"PASPALUM NUTANS","038061046","LAM.","H","38061046"
"PASPALUM CAPILLARIS","038061047","","H","38061047"
"PASPALUM CLAVULIFERUM","038061048","WRIGHT.","H","38061048"
"PASPALUM SUBCILLIATUM","038061049","CHASE","H","38061049"
"PASPALUM CENTRALIS","038061050","","H","38061050"
"PASPALUM HITCHCOCKII","038061051","CHASE","H","38061051"
"PASPALUM DENSUM","038061052","POIR.","H","38061052"
"PASPALUM ACUTUM","038061053","CHASE","H","38061053"
"PASPALUM CENTRALE","038061054","CHASE","H","38061054"
"PASPALUM HETEROTRICHON","038061055","TRIN.","H","38061055"
"PASPALUM GARDNERIANUM","038061056","NEES","H","38061056"
"PASPALUM SACCHAROIDES","038061057","NEES","H","38061057"
"PASPALUM PURPUSII","038061058","","H","38061058"
"PASPALUM REPENS","038061059","BERGIUS","H","38061059"
"PASPALUM PECTINATUM","038061060","NEES","H","38061060"
"PASPALUM STELLATUM","038061061","HUMB.&BONPL.","H","38061061"
"PASPALUM AUREUM","038061062","HBK.","S","38061062"
"PASPALUM BARBIGERUM","038061063","KUNTH","S","38061063"
"PASPALUM CHRYSODACTYLON","038061064","DOELL.","S","38061064"
"PASPALUM CILATUM","038061065","HBK.","S","38061065"
"PASPALUM COMMUTATUM","038061066","NEES","S","38061066"
"PASPALUM CORYPHAEUM","038061067","TRIN.","S","38061067"
"PASPALUM DISSITIFLORUM","038061068","TRIN.","S","38061068"
"PASPALUM DISTICHOPHYLLUM","038061069","HBK.","S","38061069"
"PASPALUM ERIANTHUM","038061070","NEES,EX.TRIN.","S","38061070"
"PASPALUM EUCOMUM","038061071","NEES","S","38061071"
"PASPALUM EXASPERATUM","038061072","U","S","38061072"
"PASPALUM FALCATUM","038061073","NEES,EX.STEUD.","S","38061073"
"PASPALUM MANDIOCCANUM","038061074","TRIN.","S","38061074"
"PASPALUM NEESII","038061075","KUNTH","S","38061075"
"PASPALUM PLATYCAULE","038061076","POIR.","S","38061076"
"PASPALUM REDUNCUM","038061077","NEES,EX.STEUD.","S","38061077"
"PASPALUM SCOPARIUM","038061078","FLUEGGE","S","38061078"
"PASPALUM TRACHYCOLEON","038061079","STEUD.","S","38061079"
"ANTHAENANTIA LANATUM","038062001","(NEES)BENTH. Z","S","38062001"
"ERIOCHLOA SP.","038064000","","","38064000"
"ERIOCHLOA POLYSTACHYA","038064001","","","38064001"
"ERIOCHLOA GRACILIS","038064002","","","38064002"
"ERIOCHLOA PUNCTATA","038064003","(L.)DESV.","L","38064003"
"ERIOCHLOA DISTACHYS","038064004","HBK.","S","38064004"
"ERIOCHLOA POLYSTACHYA","038064005","HBK.","S","38064005"
"ISACHNE AUSTRALIS","038065001","","","38065001"
"ISACHNE MILIACEA","038065002","","","38065002"
"ISACHNE ANGUSTIFOLIA","038065003","NASH","L","38065003"
"ISACHNE ARUNDINACEA","038065004","(SWARTZ)GRISEB.","H","38065004"
"ISACHNE POLYGONOIDES","038065005","(LAM.)DOELL","H","38065005"
"PANICUM SP.","038066000","","P","38066000"
"ECHINOLAENA HIRTA","038066001","DESV.","S","38066001"
"PANICUM ANTIDOTALE","038066001","","","38066001"
"PANICUM COLORATUM","038066002","","","38066002"
"PANICUM HEMITOMON","038066003","","","38066003"
"PANICUM MAXIMUM","038066004","JACQ.","","38066004"
"PANICUM MILIACEUM","038066005","","","38066005"
"PANICUM OBTUSUM","038066006","","","38066006"
"PANICUM REPENS","038066007","","","38066007"
"PANICUM VIRGATUM","038066008","","","38066008"
"PANICUM CAPILLARE","038066009","","","38066009"
"PANICUM DECOMPOSITUM","038066010","","","38066010"
"PANICUM DICHOTOMIFLORUM","038066011","","","38066011"
"PANICUM ELELPHANTIPES","038066012","","","38066012"
"PANICUM FASCICULATUM","038066013","SW.","","38066013"
"PANICUM GLABRESCENS","038066014","","","38066014"
"PANICUM GRUMOSUM","038066015","","","38066015"
"PANICUM LATIFOLIUM","038066016","","","38066016"
"PANICUM PAUCIFLORUS","038066017","","","38066017"
"PANICUM REPTANS","038066018","","","38066018"
"PANICUM TEXANUM","038066019","","","38066019"
"PANICUM URVILLEANUM","038066020","","","38066020"
"PANICUM SUMATRENSIS","038066021","","","38066021"
"PANICUM FIMBRIATUM","038066022","","","38066022"
"PANICUM ADSPERSUM","038066023","TRIN.","","38066023"
"PANICUM TURGIDUM","038066024","","","38066024"
"PANICUM AMBIGUUM","038066025","","","38066025"
"PANICUM DEUSTUM","038066026","","","38066026"
"PANICUM STOPFIANUM","038066027","","","38066027"
"PANICUM TRICHOIDES","038066028","SW.","","38066028"
"PANICUM PILOSUM","038066030","SW.","N","38066030"
"PANICUM MUTICUM","038066031","FORSK.","N","38066031"
"PANICUM GLUTINOSUM","038066032","SW.","N","38066032"
"PANICUM ACICULARE","038066033","DESV.","N","38066033"
"PANICUM ALBERMARLENSE","038066034","","N","38066034"
"PANICUM LAXUM","038066035","SW.","","38066035"
"PANICUM MOLLE","038066036","SW.","Y","38066036"
"PANICUM ADSCENDENS","038066037","H.B.K.","Y","38066037"
"PANICUM SANGUINALE","038066038","L.","Y","38066038"
"PANICUM PILIPES","038066039","NEES.&ARN.EX.BUESE","Y","38066039"
"PANICUM SARMENTOSUM","038066040","ROXB.","Y","38066040"
"PANICUM TRIGONUM","038066041","RETZ.","Y","38066041"
"PANICUM FRONDESCENS","038066042","","P","38066042"
"PANICUM HIRSUTUM","038066043","SWARTZ","H","38066043"
"PANICUM HIRSUTUM","038066043","","P","38066043"
"PANICUM POLYGONATUM","038066044","","P","38066044"
"PANICUM TRICHANTHUM","038066046","","P","38066046"
"PANICUM ZIZANOIDES","038066047","","P","38066047"
"PANICUM PULCHELLUM","038066048","","P","38066048"
"PANICUM GHIESBREGHTII","038066049","FOURN.","H","38066049"
"PANICUM CHLOROTICUM","038066050","NEES.EX.TRIN.","H","38066050"
"PANICUM STOLONIFERUM","038066051","POIR.","H","38066051"
"PANICUM GEMINATUM","038066052","FORSK.","H","38066052"
"PANICUM MILLEFLORUM","038066053","HITCHC.&CHASE","H","38066053"
"PANICUM HIRTICAULE","038066054","PRESL","H","38066054"
"PANICUM BOLIVIENSE","038066055","HACK.","H","38066055"
"PANICUM CORDOVENSE","038066056","FOURN.","H","38066056"
"PANICUM STAGNATILE","038066057","HITCHC.&CHASE","H","38066057"
"PANICUM HAENKEANUM","038066058","PRESL","H","38066058"
"PANICUM STENODOIDES","038066060","F.T.HUBB.","H","38066060"
"PANICUM MERTENSII","038066061","ROTH.","H","38066061"
"PANICUM GRANDE","038066062","HITCHC.&CHASE","H","38066062"
"PANICUM SPHAEROCARPON","038066063","ELL.","H","38066063"
"PANICUM STRIGOSUM","038066064","MUHL.EX.ELL.","H","38066064"
"PANICUM ADUSTUM","038066065","NEES","S","38066065"
"SACCIOLEPIS MYUROS","038066065","(LAM.)CHASE","H","38066065"
"PANICUM CARICOIDES","038066066","NEES,EX.TRIN.","S","38066066"
"SACCIOLEPIS STRIATA","038066066","(L.)NASH","H","38066066"
"PANICUM CAYENNENSE","038066067","LAM.","S","38066067"
"THRASYA PETROSA","038066067","(TRIN.)CHASE","H","38066067"
"MESOSETUM PITTIERI","038066068","HITCHC.","H","38066068"
"PANICUM CRUSGALLI","038066068","L.","S","38066068"
"PANICUM CYANESCENS","038066069","NEES","S","38066069"
"SACCIOLEPIS CYMBIANDRA","038066069","","","38066069"
"PANICUM DEBILE","038066070","POIR.","S","38066070"
"SACCIOLEPIS AFRICANA","038066070","","","38066070"
"PANICUM DECIPIENS","038066071","NEES","S","38066071"
"PANICUM DISCOLOR","038066072","TRIN.EX.NEES","S","38066072"
"PANICUM ERIOCHRYSEOIDES","038066073","NEES,EX.TRIN.","S","38066073"
"PANICUM FILIFORME","038066074","L.","S","38066074"
"PANICUM GIBBUM","038066075","ELL.","S","38066075"
"PANICUM INDICUM","038066076","L.","S","38066076"
"PANICUM LANATUM","038066077","ROTTB.","S","38066077"
"PANICUM LOLIIFORME","038066078","HOCHST.EX.STEUD.","S","38066078"
"PANICUM MACRANTHUM","038066079","TRIN.","S","38066079"
"PANICUM MAXIMILIANUM","038066080","SCHRAD.EX.SCHULT.","S","38066080"
"PANICUM MELINIS","038066081","TRIN.","S","38066081"
"PANICUM MONOSTACHYUM","038066082","HBK.","S","38066082"
"PANICUM NUMIDIANUM","038066083","LAM.","S","38066083"
"PANICUM OLYROIDES","038066084","HBK.","S","38066084"
"PANICUM OVULIFERUM","038066085","TRIN.","S","38066085"
"PANICUM PETROSUM","038066086","(DOELL)TRIN. Z","S","38066086"
"PANICUM PLANTAGINEUM","038066087","LINK.","S","38066087"
"PANICUM PROCURRENS","038066088","NEES,EX.TRIN.","S","38066088"
"PANICUM REPANDUM","038066089","NEES","S","38066089"
"PANICUM RUDE","038066090","NEES","S","38066090"
"PANICUM RUGULOSUM","038066091","TRIN.","S","38066091"
"PANICUM SABULICOLUM","038066092","U","S","38066092"
"PANICUM SCABRIFOLIUM","038066093","NEES","S","38066093"
"PANICUM SCIUROTIS","038066094","TRIN.","S","38066094"
"PANICUM SILVATICUM","038066095","U","S","38066095"
"PANICUM THRASYOIDES","038066096","TRIN.","S","38066096"
"PANICUM UNCINATUM","038066097","RADDI","S","38066097"
"ICANTHUS PALLENS","038067001","(SW.) MUNRO","N","38067001"
"ICHNANTHUS TENUIS","038067002","(PRESL)HITCHC.&CHASE","H","38067002"
"ICHNANTHUS NEMOROSUS","038067003","(SWARTZ)DOELL","H","38067003"
"ICHNANTHUS AXILLARIS","038067004","(NEES)HITCHC.&CHASE","H","38067004"
"ICHNANTHUS BAMBUSIFLORUS","038067005","DOELL","S","38067005"
"ICHNANTHUS CALVESCENS","038067006","DOELL","S","38067006"
"ICHNANTHUS CANDICANS","038067007","DOELL","S","38067007"
"ICHNANTHUS INCONSTANS","038067008","DOELL","S","38067008"
"ICHNANTHUS MINARUM","038067009","DOELL","S","38067009"
"ICHNANTHUS RUPRECHTII","038067010","DOELL","S","38067010"
"PANICUM VILFOIDES","038067098","TRIN.","S","38067098"
"OPLISMENUS BURMANNII","038069001","","","38069001"
"OPLISMENUS SETARIUS","038069002","(LAM.) R. & S.","N","38069002"
"OPLISMENUS HIRTELLUS","038069003","(L.)BEAUV.","H","38069003"
"OPLISMENUS COMPOSITA","038069004","(L.)BEAUV.","S","38069004"
"OPLISMENUS UNDULATIFOLIUS","038069005","BEAUV.","S","38069005"
"SETARIA SP.","038071000","","","38071000"
"SETARIA ITALICA","038071001","","","38071001"
"SETARIA SPHACELATA","038071002","","","38071002"
"SETARIA GENICULATA","038071003","(LAM.) BEAUV.","","38071003"
"SETARIA GLAUCA","038071004","","","38071004"
"SETARIA MACROSTACHYA","038071005","H.B.K.","Y","38071005"
"SETARIA PALMIFOLIA","038071006","","","38071006"
"SETARIA VERTICILLATA","038071007","","","38071007"
"SETARIA VIRIDIS","038071008","","","38071008"
"SETARIA CHEVALIERI","038071009","","","38071009"
"SETARIA PALLIDIFUSCA","038071010","","","38071010"
"SETARIA SETOSA","038071011","(SW.) BEAUV.","N","38071011"
"SETARIA BARBATA","038071012","(LAM.)KUNTH","L","38071012"
"SETARIA UTOWANAEA","038071013","(SCRIBN.)PILGER","L","38071013"
"SETARIA PANICULIFERA","038071014","","P","38071014"
"SETARIA VULPISETA","038071015","","P","38071015"
"SETARIA TENAX","038071016","(L.RICH.)DESV.","H","38071016"
"SETARIA SCANDENS","038071017","(TRIN.)SCHRAD.EX.SCHULT.","S","38071017"
"SETARIA SEMIRUGOSA","038071018","(NEES)KUNTH","S","38071018"
"SETARIA SULCATA","038071019","(AUBL.)RADDI Z","S","38071019"
"IXOPHORUS UNISETUS","038073001","","","38073001"
"IXOPHORUS SANGUINALIS","038073002","","","38073002"
"CENCHRUS SP.","038074000","","","38074000"
"CENCHRUS CILIARIS","038074001","","","38074001"
"CENCHRUS BIFLORUS","038074002","","","38074002"
"CENCHRUS ECHINATUS","038074003","L.","","38074003"
"CENCHRUS INCERTUS","038074004","","","38074004"
"CENCHRUS PAUCIFLORUS","038074005","","","38074005"
"CENCHRUS SETIGERUS","038074006","","","38074006"
"CENCHRUS BROWNII","038074007","R. & S.","","38074007"
"CENCHRUS GRACILLIMUS","038074008","NASH","Y","38074008"
"PENNISETUM AMERICANUM","038075001","","","38075001"
"PENNISETUM CLANDESTINUM","038075002","","","38075002"
"PENNISETUM PURPUREUM","038075003","SCHUM.","","38075003"
"PENNISETUM FLACCIDUM","038075004","","","38075004"
"PENNISETUM ORIENTALE","038075005","","","38075005"
"PENNISETUM POLYSTACHYUM","038075006","SCHULT.","Y","38075006"
"PENNISETUM SETOSUM","038075007","(SW.)L.C.RICH.","Y","38075007"
"PENNISETUM PEDICELLATUM","038075008","TRIN.","Y","38075008"
"PENNISETUM COMPLANATUM","038075009","","P","38075009"
"PENNISETUM MASSACUM","038075010","","B","38075010"
"PENNISETUM HORDEOIDES","038075011","","","38075011"
"PENNISETUM SUBANGUSTUM","038075012","","","38075012"
"STENOTAPHRUM SECUNDATUM","038080001","(WALT.)KTZE","Y","38080001"
"STENOTAPHRUM MICRANTHUM","038080002","(DESV.)C.E.HUBBARD","Y","38080002"
"THURREA INVOLUTA","038082001","","","38082001"
"OLYRA LATIFOLIA","038084001","L.","N","38084001"
"OLYRA CILIATIFOLIA","038084002","RADDI","S","38084002"
"OLYRA CORDIFOLIA","038084003","U","S","38084003"
"OLYRA MICRANTHA","038084004","HBK.","S","38084004"
"OLYRA PAUCIFLORA","038084005","SW.","S","38084005"
"PHARUS GLABER","038086001","H.B.&K.","L","38086001"
"PHARUS LONGIFOLIUS","038086002","SWALLEN","H","38086002"
"PHARUS LATIFOLIUS","038086003","L.","H","38086003"
"PHARUS PARVIFOLIUS","038086004","NASH","H","38086004"
"ZIZIAOPSIS BONARIENSIS","038089001","","","38089001"
"ZIZANIA AQUATICA","038090001","","","38090001"
"ZIZANIA PALUSTRIS","038090002","","","38090002"
"ORYZA GLABERRIMA","038093001","","","38093001"
"ORYZA SATIVA","038093002","","","38093002"
"ORYZA LATIFOLIA","038093003","","P","38093003"
"ORYZA BARTHII","038093004","","","38093004"
"LEERSIA ORYZOIDES","038094001","","","38094001"
"LEERSIA HEXANDRA","038094002","","","38094002"
"REYNAUDIA FILIFORMIS","038096001","KUNTH","N","38096001"
"STREPTOCHAETA SODIROANA","038100001","HACK","H","38100001"
"STREPTOCHAETA SPICATA","038100002","SCHRAD.EX.NEES","H","38100002"
"EHRHARTA CALYCINA","038101001","","","38101001"
"PHALARIS SP.","038104000","","","38104000"
"PHALARIS AQUATICA","038104001","","","38104001"
"PHALARIS ARUNDINACEA","038104002","","","38104002"
"PHALARIS CANARIENSIS","038104003","","","38104003"
"PHALARIS COERULESCENS","038104004","","","38104004"
"PHALARIS STENOPTERA","038104005","","","38104005"
"PHALARIS ANGUSTA","038104006","","","38104006"
"PHALARIS CAROLINIANA","038104007","","","38104007"
"PHALARIS MINOR","038104008","","","38104008"
"PHALARIS PARADOXA","038104009","","","38104009"
"PHALARIS BRACHYSTACHYS","038104010","","","38104010"
"ANTHOXANTHUM ODORATUM","038105001","","","38105001"
"ARISTIDA CAPUT-MEDUSAE","038108001","","","38108001"
"ARISTIDA JERICHOENSIS","038108002","","","38108002"
"ARISTIDA LEPTOPODA","038108003","","","38108003"
"ARISTIDA PALLENS","038108004","","","38108004"
"ARISTIDA PRUINOSA","038108005","","","38108005"
"ARISTIDA CALCICOLA","038108006","HITCHC. & CHASE","N","38108006"
"ARISTIDA JORULLENSIS","038108007","","P","38108007"
"ARISTIDA TERNIPES","038108008","","P","38108008"
"ARISTIDA CAPILLACEA","038108009","LAM.","H","38108009"
"ARISTIDA RECURVATA","038108010","HBK.","S","38108010"
"ARISTIDA SANCTAE-LUCIAE","038108011","TRIN.","S","38108011"
"ARISTIDA TINCTA","038108012","TRIN.&RUPR.","S","38108012"
"STIPA COMATA","038109001","","","38109001"
"STIPA TENACISSIMA","038109002","","","38109002"
"STIPA VIRIDULA","038109003","","","38109003"
"STIPA HYALINA","038109004","NEES","Y","38109004"
"STIPA TORTILIS","038109005","","","38109005"
"STIPA CAPILLATA","038109006","L.","Y","38109006"
"STIPA ORIENTALIS","038109007","TRIN.","Y","38109007"
"STIPA SIBIRICA","038109008","LAM.","Y","38109008"
"ORYZOPSIS HYMENOIDES","038110001","","","38110001"
"ORYZOPSIS MILIACEA","038110002","","","38110002"
"MILIUM EFFUSUM","038113001","","","38113001"
"MUEHLENBERGIA TENELLA","038115001","","P","38115001"
"MUEHLENBERGIA TENUISSIMA","038115002","","P","38115002"
"MUHLENBERGIA EMERSLEYI","038115003","VASEY","H","38115003"
"MUEHLENBERGIA SPICATA","038115004","KUNTH.","S","38115004"
"PERIEILEMA BRASILIANUM","038119001","U","S","38119001"
"PHLEUM PRATENSE","038123001","","","38123001"
"PHLEUM ALPINUM","038123002","L.","A","38123002"
"ALOPECURUS ARUNDINACEUS","038125001","","","38125001"
"ALOPECURUS PRATENSIS","038125002","","","38125002"
"ALOPECURUS AEQUALIS VAR. AMURENSIS","038125003","(KOMAR.)OHWI","Y","38125003"
"ALOPECURUS MYOSUROIDES","038125004","","","38125004"
"ALOPECURUS GENICULATUS","038125005","","","38125005"
"ALOPECURUS MAGELLANICUS","038125006","LAM.","A","38125006"
"ALOPECURUS AUSTRALIS","038125007","NEES","A","38125007"
"SPOROBOLUS AIROIDES","038130001","","","38130001"
"SPOROBOLUS CRYPTANDRUS","038130002","","","38130002"
"SPOROBOLUS WRIGHTII","038130003","","","38130003"
"SPOROBOLUS AUSTRALASICUS","038130004","","","38130004"
"SPOROBOLUS INDICUS","038130005","(L.) R. BR.","","38130005"
"SPOROBOLUS PYRAMIDALIS","038130006","","","38130006"
"SPOROBOLUS DIANDER","038130007","","","38130007"
"SPOROBOLUS JACQUEMONTII","038130008","KUNTH","N","38130008"
"SPOROBOLUS VIRGINICUS","038130009","(L.) KUNTH","N","38130009"
"SPOROBOLUS TENUISSIMUS","038130010","(SCHRANK.) KTZE.","N","38130010"
"SPOROBOLUS GLAUCIFOLIUS","038130011","HOCHST.EX.STEUD.","Y","38130011"
"SPOROBOLUS TREMULUS","038130012","KUNTH","Y","38130012"
"SPOROBOLUS MARGINATUS","038130013","MARGINATUS","Y","38130013"
"SPOROBOLUS WALLICHII","038130014","MUNRO EX.TRIMEN","Y","38130014"
"SPOROBOLUS CILIATUS","038130015","PRESL","H","38130015"
"SPOROBOLUS CUBENSIS","038130016","HITCHC.","H","38130016"
"SPOROBOLUS AENEUS","038130017","(TRIN.)KUNTH Z","S","38130017"
"POLYPOGON MONSPELIENSIS","038133001","","","38133001"
"POLYPOGON FUGAX","038133002","","","38133002"
"POLYPOGON ELONGATUS","038133003","HBK.","S","38133003"
"CINNA POAEFORMIS","038141001","(H.B.K.)SCRIBN.&MERR.","H","38141001"
"AGROSTIS CANINA","038142001","","","38142001"
"AGROSTIS GIGANTEA","038142002","","","38142002"
"AGROSTIS STOLONIFERA VAR PALUSTRIS","038142003","","","38142003"
"AGROSTIS TENUIS","038142004","","","38142004"
"AGROSTIS AVENACEA","038142005","","","38142005"
"AGROSTIS SCABRA","038142006","(WALT.) B. S. P.","","38142006"
"AGROSTIS VERTICILLATA","038142007","","N","38142007"
"AGROSTIS CAPILLARIS","038142008","L.","Y","38142008"
"AGROSTIS STOLONIFERA","038142009","","A","38142009"
"AGROSTIS ALBA","038142010","L.","","38142010"
"AGROSTIS TOLUCENSIS","038142011","H.B.K.","","38142011"
"AGROSTIS HOFFMANNI","038142012","MEZ","H","38142012"
"AGROSTIS MAGELLANICA","038142012","LAM.","A","38142012"
"AGROSTIS VIRESCENS","038142013","H.B.K.","H","38142013"
"CALAMAGROSTIS LEONARDI","038147001","","N","38147001"
"CALAMAGROSTIS EPIGEIOS","038147002","(L.) ROTH","Y","38147002"
"AMMOPHILA ARENARIA","038149001","","","38149001"
"AMMOPHILA BREVILIGULATA","038149002","","","38149002"
"APERA SPICA-VENTI","038151001","","","38151001"
"HOLCUS LANATUS","038157001","","","38157001"
"HOLCUS MOLLIS","038157002","","","38157002"
"ERIACHNE RAVA","038159001","","","38159001"
"DESCHAMPSIA CESPITOSA","038170001","","","38170001"
"DESCHAMPSIA DOMINGENSIS","038170002","HITCHC. & EKM.","N","38170002"
"DESCHAMPSIA MEDIA","038170003","(GOUAN) R. & S.","Y","38170003"
"DESCHAMPSIA ANTARCTICA","038170004","DESV.","A","38170004"
"DESCHAMPSIA CHAPMANI","038170005","PETRIE","A","38170005"
"DESCHAMPSIA PENICILLATA","038170006","T.KIRK","A","38170006"
"TRISETUM SPICATUM","038171001","(L.) RICHT","N","38171001"
"TRISETUM PRINGLEI","038171002","(SCRIBN.)HITCHC.","H","38171002"
"TRISETUM IRAZUENSE","038171003","(KUNTZE)HITCHC.","H","38171003"
"AVENA SP.","038173000","","","38173000"
"AVENA ABYSSINICA","038173001","","","38173001"
"AVENA BYZANTINA","038173002","","","38173002"
"AVENA FATUA","038173003","","","38173003"
"AVENA SATIVA","038173004","","","38173004"
"AVENA STERILIS","038173005","","","38173005"
"AVENA STRIGOSA","038173006","","","38173006"
"AVENA BARBATA","038173007","","","38173007"
"AVENA BULBOSA","038173008","","","38173008"
"AVENA LUDOVICIANA","038173009","","","38173009"
"ARRHENATHERUM ELATIUS","038175001","","","38175001"
"TRISTACHYA LEIOSTACHYA","038177001","NEES","S","38177001"
"DANTHONIA DOMINGENSIS","038180001","HACK. & PILG.","N","38180001"
"MICROCHLOA SETACEA","038181001","R.BR.","S","38181001"
"CYNODON SP.","038182000","","","38182000"
"CYNODON DACTYLON","038182001","(L.) PERS.","","38182001"
"CYNODON PLECTOSTACHYUS","038182002","","","38182002"
"CYNODON TRANSVAALENSIS","038182003","","","38182003"
